ano_orcamento;cod_conta;desc_conta;grupo_contas;grupo_contas_n2;grupo_contan3
2019;214-2019-11031202001;FIEMS - COMPARTILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202003;SENAI - COMPARTILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202004;IEL - COMPARTILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202005;FIEMS - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202007;SENAI - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202008;IEL - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202009;SENAI - CISS FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-11031202010;SENAI - CISS FOLHA  APARECIDA TABOADO;Outras;Outras;AJUSTAR
2019;214-2019-11031202011;SENAI - CISS FOLHA  MARACAJU;Outras;Outras;AJUSTAR
2019;214-2019-11031202012;SENAI - CISS FOLHA  NAVIRAI;Outras;Outras;AJUSTAR
2019;214-2019-11031202015;SENAI - CISS FOLHA CORUMBA;Outras;Outras;AJUSTAR
2019;214-2019-11031399001;DESPESAS A CLASSIFICAR;Outras;Outras;AJUSTAR
2019;214-2019-11031399002;DESPESAS A CLASSIFICAR ADM;Outras;Outras;AJUSTAR
2019;214-2019-11031401001;DEPOSITOS E EMPRESTIMOS COMPULSORIOS;Outras;Outras;AJUSTAR
2019;214-2019-11031601001;SEGUROS A RECUPERAR;Outras;Outras;AJUSTAR
2019;214-2019-11031701001;IMPOSTOS A RECUPERAR;Outras;Outras;AJUSTAR
2019;214-2019-11031799001;OUTROS IMPOSTOS A RECUPERAR;Outras;Outras;AJUSTAR
2019;214-2019-11031799002;ICMS - IMPOSTOS A RECUPERAR;Outras;Outras;AJUSTAR
2019;214-2019-11040101001;ESTOQUES PARA CONSUMO;Outras;Outras;AJUSTAR
2019;214-2019-11050101001;BRUNA DAYANE FERNANDES ARAUJO;Outras;Outras;AJUSTAR
2019;214-2019-11050101002;MARGIT FLECK;Outras;Outras;AJUSTAR
2019;214-2019-11050101003;LIDIA CAMARGO MONTEIRO RODRIGUES;Outras;Outras;AJUSTAR
2019;214-2019-11050101004;ANDREZA SOUZA ARAUJO;Outras;Outras;AJUSTAR
2019;214-2019-11050101005;ANATOLE VERLAINE ETGES;Outras;Outras;AJUSTAR
2019;214-2019-11050101006;CLEBER PACHECO DE ALMEIDA;Outras;Outras;AJUSTAR
2019;214-2019-11050101007;LUCIANE SILVA DA CUNHA;Outras;Outras;AJUSTAR
2019;214-2019-11050101008;CELSO ROSA DE OLIVEIRA;Outras;Outras;AJUSTAR
2019;214-2019-11050101009;ODINEY R. F. ZARACHO;Outras;Outras;AJUSTAR
2019;214-2019-11050101010;GUILHERME JAFAR;Outras;Outras;AJUSTAR
2019;214-2019-11050101011;DENISE VILELA XAVIER;Outras;Outras;AJUSTAR
2019;214-2019-11050101012;VILMA BREY;Outras;Outras;AJUSTAR
2019;214-2019-11050101013;ANDERSON LOPES SIGIURA;Outras;Outras;AJUSTAR
2019;214-2019-11050101014;JOAO LIMA;Outras;Outras;AJUSTAR
2019;214-2019-11050101015;EVALDO CESAR FURTADO MOREIRA;Outras;Outras;AJUSTAR
2019;214-2019-11050101016;BERGSON AMARILLA;Outras;Outras;AJUSTAR
2019;214-2019-11050101017;GIVANILDO FRANCISCO FERRA DA SILVA SENAI;Outras;Outras;AJUSTAR
2019;214-2019-11050101018;MAIKO MARTINS PINTO;Outras;Outras;AJUSTAR
2019;214-2019-11050101019;CLEBER MARTINS DA SILVA;Outras;Outras;AJUSTAR
2019;214-2019-11050101020;VIVIAN GARCIA ROGIANO;Outras;Outras;AJUSTAR
2019;214-2019-11050101021;HELTON LEAL CARDOSO;Outras;Outras;AJUSTAR
2019;214-2019-11050101022;SIDNEI LUIS GREGORY;Outras;Outras;AJUSTAR
2019;214-2019-11050101023;SILVANA ARAUJO DE BARROS;Outras;Outras;AJUSTAR
2019;214-2019-11050101025;LEONARDO APARECIDO JERONIMO BRITO;Outras;Outras;AJUSTAR
2019;214-2019-11050101026;WALDIRENE APARECIDA GOMES;Outras;Outras;AJUSTAR
2019;214-2019-11050101027;MARIA DE LURDES LAMAS VIANA;Outras;Outras;AJUSTAR
2019;214-2019-11050101028;DAIANE DE MORAES SANTOS;Outras;Outras;AJUSTAR
2019;214-2019-11050101029;FERNANDO RODRIGUES;Outras;Outras;AJUSTAR
2019;214-2019-11050101030;FABIANA SARMENTO ROSA;Outras;Outras;AJUSTAR
2019;214-2019-11050101031;LUCIANA PIRES;Outras;Outras;AJUSTAR
2019;214-2019-11050101032;JONIS ROJAS RIBEIRO;Outras;Outras;AJUSTAR
2019;214-2019-11050101033;LAURA SANTOS GOMES DA SILVA;Outras;Outras;AJUSTAR
2019;214-2019-11050101034;BRUNA OLIVEIRA MACIEL;Outras;Outras;AJUSTAR
2019;214-2019-11050101035;JULIO DA CAS NETO;Outras;Outras;AJUSTAR
2019;214-2019-11050101036;HELAINNY PEREIRA DE NOBREGA RODRIGUES;Outras;Outras;AJUSTAR
2019;214-2019-11050101037;CLAUDIANE RAITER;Outras;Outras;AJUSTAR
2019;214-2019-11050101901;MULTAS E JUROS - PF;Outras;Outras;AJUSTAR
2019;214-2019-11050101902;MULTAS E JUROS - PJ;Outras;Outras;AJUSTAR
2019;214-2019-11050101903;BRUNA OLIVEIRA MACIEL;Outras;Outras;AJUSTAR
2019;214-2019-11050101999;VALORES A APROPRIAR - DIVERSOS;Outras;Outras;AJUSTAR
2019;214-2019-11060101001;DESPESAS ANTECIPADAS;Outras;Outras;AJUSTAR
2019;214-2019-12010301001;VANESSA ALZENIR DA SILVA 295720115240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301002;GISELY J. ALMEIDA 686-152012.5.24.0022;Outras;Outras;AJUSTAR
2019;214-2019-12010301007;ROBERTO LUIZ DA SILVA P0127100-132009524;Outras;Outras;AJUSTAR
2019;214-2019-12010301010;VICENTE P F GOLVEIA 50900.185.08.5.24.01;Outras;Outras;AJUSTAR
2019;214-2019-12010301017;ANA CLAUDIA BAZE DE LIMA 1336-12.2012524;Outras;Outras;AJUSTAR
2019;214-2019-12010301018;ADRIANA MARCIA SCARANSI MACIEL 201252400;Outras;Outras;AJUSTAR
2019;214-2019-12010301020;TEREZA REIKO MIYASAKI 72.2012.5.24.0072;Outras;Outras;AJUSTAR
2019;214-2019-12010301021;FRANCISCO RODRIGUES DA SILVA 2012.5.24.0;Outras;Outras;AJUSTAR
2019;214-2019-12010301022;FABRICIO A. GONCALVES 24009622013524071;Outras;Outras;AJUSTAR
2019;214-2019-12010301023;RENATA BERNARDES MU 00008060820125240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301024;FABIO SANTANA 0024361-17.2013.5.24.2013;Outras;Outras;AJUSTAR
2019;214-2019-12010301025;FRANCIELY LAZZARETTI VIANA 9310320135240;Outras;Outras;AJUSTAR
2019;214-2019-12010301027;LAIS OLIVEIRA LOURENCO 7167620135240002;Outras;Outras;AJUSTAR
2019;214-2019-12010301028;ROZINEIDE DE S. LUCATTI 347220135240072;Outras;Outras;AJUSTAR
2019;214-2019-12010301029;BRUNA M. BARBOSA 6482320135240004;Outras;Outras;AJUSTAR
2019;214-2019-12010301030;LIGIA P. MENDES 242746120135240072;Outras;Outras;AJUSTAR
2019;214-2019-12010301031;ANDREIA F. C. HONOR 19631320125240072;Outras;Outras;AJUSTAR
2019;214-2019-12010301032;JANAINA A.A. FERREIRA 250428720135240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301033;ALDO C DOS SANTOS 0024625-10.2014.5.24.0;Outras;Outras;AJUSTAR
2019;214-2019-12010301034;MARCIA C.P.FREITAS 328-55.2013.5.24.0106;Outras;Outras;AJUSTAR
2019;214-2019-12010301037;RENATA C C NOGUEIRA 11705620135240002;Outras;Outras;AJUSTAR
2019;214-2019-12010301038;JOSUE C FIGUEIREDO 00010244020125240005;Outras;Outras;AJUSTAR
2019;214-2019-12010301039;FAUSTINA RIQUELME 00252955120145240003;Outras;Outras;AJUSTAR
2019;214-2019-12010301040;ANS 00032706420144036000;Outras;Outras;AJUSTAR
2019;214-2019-12010301041;ROZINEIDE DE S.LUCATTI 25552120145240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301042;FABRICIO A GONCALVES 255682020145240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301043;ANS 9909-69.2012.403.6000;Outras;Outras;AJUSTAR
2019;214-2019-12010301044;APARECIDA MARQUES 2504712.20135240071;Outras;Outras;AJUSTAR
2019;214-2019-12010301045;CYNTIA P A PINHEIRO 00256955620145240006;Outras;Outras;AJUSTAR
2019;214-2019-12010301046;MARLENE P LOPES 000105271.20135240005;Outras;Outras;AJUSTAR
2019;214-2019-12010301047;EDCARLOS M.VIEIRA 26005-27.20155.24.0071;Outras;Outras;AJUSTAR
2019;214-2019-12010301048;FABIO SANTANA 25704-14.2014.5.24.0072;Outras;Outras;AJUSTAR
2019;214-2019-12010301049;CELIA OLIVEIRA 24949-49.2015.5.24.0041;Outras;Outras;AJUSTAR
2019;214-2019-12010301050;OLGA V Q OLIVEIRA 00255673220145240072;Outras;Outras;AJUSTAR
2019;214-2019-12010301051;CREUSA AP R FREITAS 00264698220145240072;Outras;Outras;AJUSTAR
2019;214-2019-12010301052;MARLY F R ANDRADE 0024396252015.5240001;Outras;Outras;AJUSTAR
2019;214-2019-12010301053;ANS 0003306-04.2017.403.6000;Outras;Outras;AJUSTAR
2019;214-2019-12010301054;JUCEMIR DA SILVA QUEIROZ 0024375-96.2016;Outras;Outras;AJUSTAR
2019;214-2019-12010301055;MARCELO C GOMES 0024926-76.2016.5.24.007;Outras;Outras;AJUSTAR
2019;214-2019-12010301056;GUSTAVO C. DO VAL BISPO 0025901-98.2016.;Outras;Outras;AJUSTAR
2019;214-2019-12010301057;VALDIR P REGIS 0024922-39.2016.5.24.0071;Outras;Outras;AJUSTAR
2019;214-2019-12010301058;DAVIS PATRICK R. DA SILVA 0026004-05.201;Outras;Outras;AJUSTAR
2019;214-2019-12010301059;JOSE ADÃO P. MARTINS 0024598-62.2016.5.2;Outras;Outras;AJUSTAR
2019;214-2019-12010301060;JAIR A.SOUZA JUNIOR 00026017-41.2015.5.2;Outras;Outras;AJUSTAR
2019;214-2019-12010301061;DOUGLAS P. LUZ 0025836-03.2016.5.24.0072;Outras;Outras;AJUSTAR
2019;214-2019-12010301062;ODANIR JOSÉ MASO 0024692-67.2017524.0004;Outras;Outras;AJUSTAR
2019;214-2019-12010301063;JOELMA S.DA SILVA 25417-592017.5.24.0003;Outras;Outras;AJUSTAR
2019;214-2019-12010301064;DELZANIRA G.SILVA 24678-912014.5.24.0003;Outras;Outras;AJUSTAR
2019;214-2019-12010301065;SOLANGE AP R. OLIVEIRA257092420165240021;Outras;Outras;AJUSTAR
2019;214-2019-12010301066;ARIANE B.DA SILVEIRA 253539220185240021;Outras;Outras;AJUSTAR
2019;214-2019-12010301067;JEF ENG. DE ESTRUT. LTDA 0812565-91.2016;Outras;Outras;AJUSTAR
2019;214-2019-12010301068;DANIELLY P.D. SOUZA 00258645020175240002;Outras;Outras;AJUSTAR
2019;214-2019-12010301069;ANGEL GEANE DALASTRA 242862320195240086;Outras;Outras;AJUSTAR
2019;214-2019-12010301070;ANTÔNIO B. ARAUJO 00254005420165240004;Outras;Outras;AJUSTAR
2019;214-2019-12010301997;INSS PAT. Nº5003174-22.2018.4.03.60 M/J;Outras;Outras;AJUSTAR
2019;214-2019-12010301998;PIS FOLHA 5006165-68.2018.4.03.6000;Outras;Outras;AJUSTAR
2019;214-2019-12010301999;INSS PATRONAL Nº 5003174-22.2018.4.03.60;Outras;Outras;AJUSTAR
2019;214-2019-12010502001;(-) RENDA DE JUROS A APROPRIAR;Outras;Outras;AJUSTAR
2019;214-2019-12020101001;ACOES DA TELEMS;Outras;Outras;AJUSTAR
2019;214-2019-12020101099;OUTRAS ACOES;Outras;Outras;AJUSTAR
2019;214-2019-12030101001;TERRENOS;Outras;Outras;AJUSTAR
2019;214-2019-12030102001;PREDIOS;Outras;Outras;AJUSTAR
2019;214-2019-12030103001;CONSTRUCOES EM ANDAMENTO;Outras;Outras;AJUSTAR
2019;214-2019-12030104001;INSTALACOES;Outras;Outras;AJUSTAR
2019;214-2019-12030105001;BENFEITORIA EM IMOVEIS DE TERCEIROS;Outras;Outras;AJUSTAR
2019;214-2019-12030199001;OUTROS BENS IMOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030201001;MOBILIARIO EM GERAL;Outras;Outras;AJUSTAR
2019;214-2019-12030202001;BIBLIOTECA;Outras;Outras;AJUSTAR
2019;214-2019-12030203001;DISCOTECA, FONOT, FILMOT, PINACOTECA;Outras;Outras;AJUSTAR
2019;214-2019-12030204001;INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2019;214-2019-12030205001;VEICULOS;Outras;Outras;AJUSTAR
2019;214-2019-12030206001;MAQUINAS E EQUIPAMENTOS EM GERAL;Outras;Outras;AJUSTAR
2019;214-2019-12030207001;EQUIPAMENTOS MED, CIR, ODONT E LABORATOR;Outras;Outras;AJUSTAR
2019;214-2019-12030208001;EQUIPAMENTOS DE INFORMATICA;Outras;Outras;AJUSTAR
2019;214-2019-12030209001;EQUIPAMENTOS ESPORT, ART E RECREACAO;Outras;Outras;AJUSTAR
2019;214-2019-12030210001;EQUIPAMENTOS DE COMUNICACAO;Outras;Outras;AJUSTAR
2019;214-2019-12030211001;SOFTWARE - AQUISIÇÃO;Outras;Outras;AJUSTAR
2019;214-2019-12030299001;OUTROS BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030401001;(-) DEPRECIACAO DE BENS IMOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030401002;(-) DEPRECIACAO OUTROS BENS IMOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030402001;(-) DEPRECIACAO ACUMUL. DE BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030402002;(-) DEPRECIACAO ACUMUL. DE BIBLIOTECA;Outras;Outras;AJUSTAR
2019;214-2019-12030402003;(-) DEPREC. ACUMUL. DISCO/FONO/FILMO/PIN;Outras;Outras;AJUSTAR
2019;214-2019-12030402004;(-) DEPRECIACAO ACUMUL INSTRUM. MUSICAIS;Outras;Outras;AJUSTAR
2019;214-2019-12030402005;(-) DEPRECIACAO ACUMUL. DE VEICULOS;Outras;Outras;AJUSTAR
2019;214-2019-12030402006;(-) DEPREC. ACUMUL. MAQ. EQUIP. EM GERAL;Outras;Outras;AJUSTAR
2019;214-2019-12030402007;(-) DEPREC. ACUMUL. EQUIP. MED. CIRUGICO;Outras;Outras;AJUSTAR
2019;214-2019-12030402008;(-) DEPREC. ACUMUL. EQUIP. INFORMATICA;Outras;Outras;AJUSTAR
2019;214-2019-12030402009;(-) DEPREC. ACUMUL. EQUIP.ESP/ART/RECRE;Outras;Outras;AJUSTAR
2019;214-2019-12030402010;(-) DEPREC. ACUMUL. EQUIP. COMUNICACAO;Outras;Outras;AJUSTAR
2019;214-2019-12030402011;(-) DEPREC. ACUMUL. SOFTWARE;Outras;Outras;AJUSTAR
2019;214-2019-12030402999;(-) DEPREC. ACUMUL. OUTROS BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12030501001;IMPORTACOES EM AND. BENS IMOBILIZADO;Outras;Outras;AJUSTAR
2019;214-2019-12030502001;CONSORCIO DE BENS;Outras;Outras;AJUSTAR
2019;214-2019-12040101001;MARCAS E PATENTES;Outras;Outras;AJUSTAR
2019;214-2019-12040201001;DIREITOS AUTORAIS;Outras;Outras;AJUSTAR
2019;214-2019-12040301001;DIREITOS DE USO DE LINHAS TELEFONICAS;Outras;Outras;AJUSTAR
2019;214-2019-12040401001;DIREITOS DE USO DE SOFTWARE;Outras;Outras;AJUSTAR
2019;214-2019-12040501001;DIREITOS DE EXPLORACAO;Outras;Outras;AJUSTAR
2019;214-2019-12040599001;OUTROS INTANGIVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12040601001;AMORTIZACAO DE BENS INTANGIVEIS;Outras;Outras;AJUSTAR
2019;214-2019-12050101001;DESPESAS PRE-OPERACIONAIS;Outras;Outras;AJUSTAR
2019;214-2019-12050201001;AMORTIZACAO ACUMULADA;Outras;Outras;AJUSTAR
2019;214-2019-16010101001;BENS EM CUSTODIA;Outras;Outras;AJUSTAR
2019;214-2019-16010201001;LEASING;Outras;Outras;AJUSTAR
2019;214-2019-16010202001;SEGUROS;Outras;Outras;AJUSTAR
2019;214-2019-16010203001;OBRAS;Outras;Outras;AJUSTAR
2019;214-2019-16010204001;RECEITAS EDUC. EXERCICIOS ANTERIORES;Outras;Outras;AJUSTAR
2019;214-2019-16010204002;RECEITAS EDUC. A RECEBER ANO CORRENTE;Outras;Outras;AJUSTAR
2019;214-2019-16010301001;GARANTIAS DIVERSAS;Outras;Outras;AJUSTAR
2019;214-2019-16010401001;BENS RECEBIDOS - MOBILIARIO EM GERAL;Outras;Outras;AJUSTAR
2019;214-2019-16010401002;BENS RECEBIDOS - BIBLIOTECA;Outras;Outras;AJUSTAR
2019;214-2019-16010401003;BENS RECEBIDOS - DISCO, FILMO, PINACO;Outras;Outras;AJUSTAR
2019;214-2019-16010401004;BENS RECEBIDOS - INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2019;214-2019-16010401005;BENS RECEBIDOS - VEICULOS;Outras;Outras;AJUSTAR
2019;214-2019-16010401006;BENS RECEBIDOS - MAQ. EQUIPAMENTOS GERAL;Outras;Outras;AJUSTAR
2019;214-2019-16010401007;BENS RECEBIDOS - EQUIP. MED. CIR. GERAL;Outras;Outras;AJUSTAR
2019;214-2019-16010401008;BENS RECEBIDOS - EQUIPAMENTO INFORMATICA;Outras;Outras;AJUSTAR
2019;214-2019-16010401009;BENS RECEBIDOS - EQUIP/ESPOR/ARTIS/RECRE;Outras;Outras;AJUSTAR
2019;214-2019-16010401010;BENS RECEBIDOS - EQUIP. DE COMUNICACAO;Outras;Outras;AJUSTAR
2019;214-2019-16010401011;BENS RECEBIDOS - TERRENOS;Outras;Outras;AJUSTAR
2019;214-2019-16010401999;BENS RECEBIDOS - OUTROS BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-16010402001;BENS CEDIDOS - BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-16010402002;BENS CEDIDOS - BIBLIOTECA;Outras;Outras;AJUSTAR
2019;214-2019-16010402003;BENS CEDIDOS - DISCO, FILMO, PINACO;Outras;Outras;AJUSTAR
2019;214-2019-16010402004;BENS CEDIDOS - INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2019;214-2019-16010402005;BENS CEDIDOS - VEICULOS;Outras;Outras;AJUSTAR
2019;214-2019-16010402006;BENS CEDIDOS - MAQ. E EQUIPAMENTOS GERAL;Outras;Outras;AJUSTAR
2019;214-2019-16010402007;BENS CEDIDOS - EQUIP. MED. CIR. GERAL;Outras;Outras;AJUSTAR
2019;214-2019-16010402008;BENS CEDIDOS - EQUIPAMENTO INFORMATICA;Outras;Outras;AJUSTAR
2019;214-2019-16010402009;BENS CEDIDOS - EQUIP. ESPORT. ARTIS. REC;Outras;Outras;AJUSTAR
2019;214-2019-16010402010;BENS CEDIDOS - EQUIP. DE COMUNICACAO;Outras;Outras;AJUSTAR
2019;214-2019-16010402011;BENS CEDIDOS - PREDIOS;Outras;Outras;AJUSTAR
2019;214-2019-16010402012;BENS CEDIDOS - TERRENOS;Outras;Outras;AJUSTAR
2019;214-2019-16010402999;BENS CEDIDOS - OUTROS BENS MOVEIS;Outras;Outras;AJUSTAR
2019;214-2019-16010501001;DEPOSITO DE FGTS - NAO OPTANTES;Outras;Outras;AJUSTAR
2019;214-2019-21010102001;DIVERSOS;Outras;Outras;AJUSTAR
2019;214-2019-21010201001;FORNECEDORES DIVERSOS;Outras;Outras;AJUSTAR
2019;214-2019-21010201002;PRESTACAO DE CONTAS DE VIAGEM;Outras;Outras;AJUSTAR
2019;214-2019-21010201003;CLARO S.A;Outras;Outras;AJUSTAR
2019;214-2019-21010301001;IMPOSTO DE RENDA S/ FOLHA E PF;Outras;Outras;AJUSTAR
2019;214-2019-21010301002;IMPOSTO DE RENDA S/ NOTAS FISCAIS;Outras;Outras;AJUSTAR
2019;214-2019-21010301003;IMPOSTO DE RENDA S/ APLICACAO FINANCEIRA;Outras;Outras;AJUSTAR
2019;214-2019-21010303001;ISS - QN;Outras;Outras;AJUSTAR
2019;214-2019-21010303002;ISS - QN PROPRIO;Outras;Outras;AJUSTAR
2019;214-2019-21010307001;CONTRIBUICAO SINDICAL/MENS. SINDICAL;Outras;Outras;AJUSTAR
2019;214-2019-21010399001;PIS/COFINS/CSLL;Outras;Outras;AJUSTAR
2019;214-2019-21010399002;IOF SOBRE APLICACAO FINANCEIRA;Outras;Outras;AJUSTAR
2019;214-2019-21010401001;SALARIOS A PAGAR;Outras;Outras;AJUSTAR
2019;214-2019-21010402001;INSS S/ FOLHA PAGAMENTO E PF;Outras;Outras;AJUSTAR
2019;214-2019-21010402002;INSS S/ NOTAS FISCAIS PJ;Outras;Outras;AJUSTAR
2019;214-2019-21010402003;INSS 1/3 FERIAS 0005274-16.2010.403.6000;Outras;Outras;AJUSTAR
2019;214-2019-21010402004;INSS PATRONAL S/ FOLHA E PF;Outras;Outras;AJUSTAR
2019;214-2019-21010403001;FGTS S/ FOLHA DE PAGAMENTO;Outras;Outras;AJUSTAR
2019;214-2019-21010404001;PIS S/ FOLHA DE PAGAMENTO;Outras;Outras;AJUSTAR
2019;214-2019-21010404002;PIS S/ FOLHA DE PGTO - DEPOSITO JUDICIAL;Outras;Outras;AJUSTAR
2019;214-2019-21010405001;SALARIO-EDUCACAO;Outras;Outras;AJUSTAR
2019;214-2019-21010406001;PREVISC;Outras;Outras;AJUSTAR
2019;214-2019-21010501001;FERIAS;Outras;Outras;AJUSTAR
2019;214-2019-21010502001;13 SALARIO;Outras;Outras;AJUSTAR
2019;214-2019-21010599001;PROVISAO INSS S/ 13 SALARIO;Outras;Outras;AJUSTAR
2019;214-2019-21010599002;PROVISAO FGTS S/ 13 SALARIO;Outras;Outras;AJUSTAR
2019;214-2019-21010599003;PROVISAO PIS S/ 13 SALARIO;Outras;Outras;AJUSTAR
2019;214-2019-21010599004;PROVISAO INSS S/ FERIAS;Outras;Outras;AJUSTAR
2019;214-2019-21010599005;PROVISAO FGTS S/ FERIAS;Outras;Outras;AJUSTAR
2019;214-2019-21010599006;PROVISAO PIS S/ FERIAS;Outras;Outras;AJUSTAR
2019;214-2019-21010601002;SLOGAN PUBLICIDADE LTDA - CAUCAO;Outras;Outras;AJUSTAR
2019;214-2019-21010701001;DEPARTAMENTO NACIONAL;Outras;Outras;AJUSTAR
2019;214-2019-21010801001;CONVENIO ARRECADACAO DIRETA;Outras;Outras;AJUSTAR
2019;214-2019-21010801002;FIEMS;Outras;Outras;AJUSTAR
2019;214-2019-21010801003;IEL;Outras;Outras;AJUSTAR
2019;214-2019-21010901001;FINANCIAMENTO SESICREDI;Outras;Outras;AJUSTAR
2019;214-2019-21010901002;CHEQUES A COMPENSAR;Outras;Outras;AJUSTAR
2019;214-2019-21011001001;UOP - II REPASSE CONVENIO;Outras;Outras;AJUSTAR
2019;214-2019-21011001002;DEPARTAMENTO NACIONAL;Outras;Outras;AJUSTAR
2019;214-2019-21011102001;FIEMS - COMPARTILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102003;SENAI - COMPATILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102004;IEL - COMPARTILHADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102005;FIEMS - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102007;SENAI - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102008;IEL - INTEGRADA FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102009;SENAI - CISS FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011102010;SENAI - CISS FOLHA  APARECIDA TABOADO;Outras;Outras;AJUSTAR
2019;214-2019-21011102011;SENAI - CISS FOLHA  MARACAJU;Outras;Outras;AJUSTAR
2019;214-2019-21011102012;SENAI - CISS FOLHA  NAVIRAI;Outras;Outras;AJUSTAR
2019;214-2019-21011102015;SENAI - CISS FOLHA CORUMBA;Outras;Outras;AJUSTAR
2019;214-2019-21011103001;SGE PF;Outras;Outras;AJUSTAR
2019;214-2019-21011103002;SGE PJ;Outras;Outras;AJUSTAR
2019;214-2019-21011104001;GERAÇÃO FOTOVOLTAICA;Outras;Outras;AJUSTAR
2019;214-2019-21011104002;MELHORIA AREAS CORPORATIVA E COMPART;Outras;Outras;AJUSTAR
2019;214-2019-21011104003;ESTRUT. E FORTALEC. DA FUNÇÃO MERCADO;Outras;Outras;AJUSTAR
2019;214-2019-21011104004;PROMOCAO DA EDU PARA IND COMPETITIVA;Outras;Outras;AJUSTAR
2019;214-2019-21011104005;ACAO GLOBAL;Outras;Outras;AJUSTAR
2019;214-2019-21011104006;ALINHAMENTO DO SISTEMA DE GESTAO;Outras;Outras;AJUSTAR
2019;214-2019-21011104007;REFORMA DAS UNIDADES DO SESI;Outras;Outras;AJUSTAR
2019;214-2019-21011104008;DESENV COMP GESTAO INOVAÇÃO;Outras;Outras;AJUSTAR
2019;214-2019-21011104009;ATUAÇÃO SOLUÇÕES INTEGRADAS SSI;Outras;Outras;AJUSTAR
2019;214-2019-21011104010;ECOEFICIENCIA SUSTENTAB E MODERNIZ SESI;Outras;Outras;AJUSTAR
2019;214-2019-21011104011;MODERNIZAÇÃO DA GESTÃO TECNOL RPA-INT;Outras;Outras;AJUSTAR
2019;214-2019-21011104012;EAD EDUCAÇÃO SST;Outras;Outras;AJUSTAR
2019;214-2019-21011203999;RECURSOS A CLASSIFICAR;Outras;Outras;AJUSTAR
2019;214-2019-21011401002;PENSAO ALIMENTICIA;Outras;Outras;AJUSTAR
2019;214-2019-21011401004;EMPRESTIMO CONSIGNADO - FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011401006;UNIMED CAMPO GRANDE;Outras;Outras;AJUSTAR
2019;214-2019-21011401008;CEF - PIS CONVENIO;Outras;Outras;AJUSTAR
2019;214-2019-21011401011;BRADESCO SEGUROS - FOLHA;Outras;Outras;AJUSTAR
2019;214-2019-21011401013;DESCONTO JUDICIAL A PAGAR;Outras;Outras;AJUSTAR
2019;214-2019-21011405002;FATURAMENTO EDUCACAO PREST. SERV. FUTURO;Outras;Outras;AJUSTAR
2019;214-2019-21011405003;FATURAMENTO VENDAS PREST.SERV. FUTURO;Outras;Outras;AJUSTAR
2019;214-2019-22010101001;EMPRES.FINANCIA. OPERACOES INTERNAS;Outras;Outras;AJUSTAR
2019;214-2019-22010201001;FUNDO DE AUXILIO A REGIOES DEFICITARIAS;Outras;Outras;AJUSTAR
2019;214-2019-22010201002;FUNDO DE RESERVA FINANCEIRA;Outras;Outras;AJUSTAR
2019;214-2019-22010301001;DEPOSITO EM GARANTIA RETIDO;Outras;Outras;AJUSTAR
2019;214-2019-22010302002;ROBERTO LUIZ DA SILVA 127100132009524007;Outras;Outras;AJUSTAR
2019;214-2019-22010302004;VANESSA ALZENIR DA SILVA 295720115240071;Outras;Outras;AJUSTAR
2019;214-2019-22010302005;GISELY DE JESUS ALMEIDA;Outras;Outras;AJUSTAR
2019;214-2019-22010302006;JOSUE DE CAMPOS FIGUEIREDO;Outras;Outras;AJUSTAR
